date,district,rainfall,wind_speed,temperature,humidity,soil_moisture,region,pop_density,slope,coastal,vulnerability_index,river_level,disaster_type,hazard_score,risk_level
20259999,Parbhani,2.4,15.4,41.0,15.4,0.08,Marathwada,295,2,0,0.7,-1.88,Drought,0.9096,Severe
20259999,Washim,195.3,107.8,25.6,88.6,0.88,Vidarbha,244,3,0,0.65,3.19,Cyclone,0.7173,High
20259999,Dhule,152.4,73.7,23.9,93.4,0.92,Nashik Division,285,4,0,0.62,2.16,Cyclone,0.5363,High
20259999,Palghar,0.0,7.7,42.8,10.4,0.07,Konkan,362,8,1,0.7,-1.62,Heatwave,0.747,Severe
20259999,Hingoli,1.9,11.5,36.7,19.0,0.07,Marathwada,244,3,0,0.68,-1.67,Drought,0.8966,Severe
20259999,Sangli,333.4,25.4,24.0,92.4,0.83,Pune Division,329,5,0,0.65,4.76,Flood,1.0,Severe
20259999,Nanded,0.9,11.6,42.0,23.3,0.09,Marathwada,319,3,0,0.72,-1.72,Drought,0.9164,Severe
20259999,Gondia,210.3,25.7,27.0,85.6,0.84,Vidarbha,253,5,0,0.7,4.9,Flood,0.935,Severe
20259999,Thane,1.6,7.6,39.0,25.0,0.1,Konkan,1157,5,1,0.75,-2.61,Drought,0.9004,Severe
20259999,Nandurbar,275.5,21.9,26.7,92.7,0.83,Nashik Division,277,10,0,0.72,3.89,Flood,0.9809,Severe
20259999,Bhandara,124.6,84.9,25.5,89.6,0.92,Vidarbha,294,2,0,0.68,2.84,Cyclone,0.5379,High
20259999,Gondia,82.5,79.9,25.5,92.6,0.86,Vidarbha,253,5,0,0.7,3.15,Cyclone,0.4601,Medium
20259999,Mumbai Suburban,2.8,9.4,39.7,28.2,0.04,Konkan,20980,3,1,0.8,-2.26,Drought,0.931,Severe
20259999,Nandurbar,257.0,27.5,24.2,89.8,0.93,Nashik Division,277,10,0,0.72,-0.09,Landslide,0.8832,Severe
20259999,Sindhudurg,335.7,36.7,25.3,95.0,0.85,Konkan,167,20,1,0.75,5.15,Flood,1.0,Severe
20259999,Solapur,0.0,10.5,42.8,14.8,0.09,Pune Division,290,2,0,0.7,-1.66,Heatwave,0.7382,Severe
20259999,Akola,0.0,6.8,44.9,10.7,0.07,Vidarbha,320,2,0,0.65,-1.31,Heatwave,0.823,Severe
20259999,Mumbai Suburban,137.9,43.8,27.3,94.8,0.97,Konkan,20980,3,1,0.8,2.6,Flood,0.7145,High
20259999,Mumbai Suburban,224.2,27.4,24.8,85.2,0.94,Konkan,20980,3,1,0.8,-0.34,Landslide,0.7204,Severe
20259999,Kolhapur,327.7,23.3,24.5,87.6,0.86,Pune Division,504,12,0,0.75,3.96,Flood,1.0,Severe
20259999,Nanded,210.6,36.9,23.2,89.9,0.78,Marathwada,319,3,0,0.72,5.29,Flood,0.9512,Severe
20259999,Hingoli,196.4,93.0,23.8,95.8,0.87,Marathwada,244,3,0,0.68,3.13,Cyclone,0.6726,High
20259999,Amravati,1.3,15.8,36.1,17.2,0.11,Vidarbha,237,4,0,0.68,-2.58,Drought,0.8784,Severe
20259999,Buldhana,0.2,14.5,38.3,21.9,0.05,Vidarbha,268,3,0,0.68,-2.33,Drought,0.918,Severe
20259999,Palghar,189.1,30.8,24.8,98.0,0.86,Konkan,362,8,1,0.7,3.43,Flood,0.8183,Severe
20259999,Mumbai City,0.6,16.4,40.0,18.8,0.09,Konkan,19652,2,1,0.85,-2.95,Drought,0.9224,Severe
20259999,Jalna,161.1,104.6,23.4,90.2,0.81,Marathwada,254,2,0,0.7,0.84,Cyclone,0.6603,High
20259999,Jalna,316.9,20.0,23.6,90.8,0.92,Marathwada,254,2,0,0.7,3.38,Flood,1.0,Severe
20259999,Solapur,209.8,102.6,25.8,90.5,0.85,Pune Division,290,2,0,0.7,0.11,Cyclone,0.7267,Severe
20259999,Amravati,173.4,92.2,26.7,94.9,0.81,Vidarbha,237,4,0,0.68,0.7,Cyclone,0.6354,High
20259999,Yavatmal,135.0,13.2,21.2,87.6,0.82,Vidarbha,204,4,0,0.72,1.35,Landslide,0.5138,High
20259999,Nagpur,0.0,9.0,46.7,14.4,0.06,Vidarbha,470,3,0,0.7,-1.39,Heatwave,0.8906,Severe
20259999,Satara,0.0,6.8,45.2,11.1,0.08,Pune Division,287,15,0,0.7,-1.21,Heatwave,0.8389,Severe
20259999,Osmanabad,0.0,7.0,45.8,27.7,0.07,Marathwada,219,3,0,0.75,-1.38,Heatwave,0.834,Severe
20259999,Hingoli,117.5,71.8,23.2,97.2,0.88,Marathwada,244,3,0,0.68,3.1,Cyclone,0.4836,Medium
20259999,Beed,317.7,18.0,24.1,92.0,0.94,Marathwada,242,2,0,0.8,2.58,Flood,0.9965,Severe
20259999,Wardha,0.6,14.9,36.6,25.3,0.04,Vidarbha,206,2,0,0.65,-2.47,Drought,0.9113,Severe
20259999,Nanded,1.7,10.3,39.0,19.5,0.07,Marathwada,319,3,0,0.72,-1.57,Drought,0.9105,Severe
20259999,Sangli,0.0,7.2,40.2,26.8,0.11,Pune Division,329,5,0,0.65,-1.8,Heatwave,0.6081,High
20259999,Solapur,117.9,29.9,22.4,89.6,0.96,Pune Division,290,2,0,0.7,0.06,Landslide,0.4593,Medium
20259999,Parbhani,130.3,108.9,24.6,97.1,0.78,Marathwada,295,2,0,0.7,0.1,Cyclone,0.6285,High
20259999,Thane,0.0,18.8,45.3,18.2,0.1,Konkan,1157,5,1,0.75,-1.78,Heatwave,0.8336,Severe
20259999,Palghar,0.2,17.2,37.3,19.0,0.07,Konkan,362,8,1,0.7,-2.26,Drought,0.907,Severe
20259999,Akola,1.1,13.9,37.6,23.5,0.07,Vidarbha,320,2,0,0.65,-1.67,Drought,0.9,Severe
20259999,Hingoli,0.0,12.3,44.5,12.0,0.1,Marathwada,244,3,0,0.68,-2.48,Heatwave,0.8079,Severe
20259999,Yavatmal,137.1,88.2,25.0,88.4,0.93,Vidarbha,204,4,0,0.72,3.49,Cyclone,0.5716,High
20259999,Satara,104.0,28.7,25.4,88.1,0.9,Pune Division,287,15,0,0.7,0.76,Landslide,0.604,High
20259999,Nagpur,2.1,11.7,39.3,27.9,0.07,Vidarbha,470,3,0,0.7,-2.03,Drought,0.9083,Severe
20259999,Mumbai Suburban,0.0,14.6,43.1,22.3,0.1,Konkan,20980,3,1,0.8,-2.19,Heatwave,0.7448,Severe
20259999,Kolhapur,248.8,32.7,27.8,89.7,0.86,Pune Division,504,12,0,0.75,2.51,Flood,0.8652,Severe
20259999,Wardha,139.6,13.6,20.1,83.2,0.89,Vidarbha,206,2,0,0.65,0.35,Landslide,0.4961,Medium
20259999,Nagpur,326.1,40.8,23.0,85.3,0.8,Vidarbha,470,3,0,0.7,2.93,Flood,0.9993,Severe
20259999,Nanded,204.4,84.9,24.8,91.2,0.94,Marathwada,319,3,0,0.72,2.97,Cyclone,0.6616,High
20259999,Jalna,119.9,82.1,24.6,88.0,0.84,Marathwada,254,2,0,0.7,1.7,Cyclone,0.5235,High
20259999,Jalgaon,223.2,25.9,28.0,92.4,0.87,Nashik Division,360,3,0,0.65,3.98,Flood,0.9015,Severe
20259999,Raigad,0.4,17.3,41.0,29.8,0.07,Konkan,368,12,1,0.75,-2.29,Drought,0.9261,Severe
20259999,Mumbai Suburban,233.7,43.1,22.0,96.6,0.84,Konkan,20980,3,1,0.8,3.06,Flood,0.8751,Severe
20259999,Pune,241.7,16.3,20.5,87.0,0.93,Pune Division,603,10,0,0.75,-0.45,Landslide,0.8518,Severe
20259999,Yavatmal,0.0,12.7,46.8,13.9,0.13,Vidarbha,204,4,0,0.72,-1.68,Heatwave,0.8975,Severe
20259999,Latur,193.2,43.7,26.7,94.4,0.82,Marathwada,343,2,0,0.75,6.05,Flood,0.9767,Severe
20259999,Jalgaon,189.9,96.3,25.2,94.8,0.94,Nashik Division,360,3,0,0.65,2.23,Cyclone,0.6708,High
20259999,Nashik,0.0,8.2,40.5,15.0,0.08,Nashik Division,393,8,0,0.7,-2.2,Heatwave,0.6483,High
20259999,Gadchiroli,194.8,83.1,23.7,92.6,0.75,Vidarbha,74,8,0,0.85,1.69,Cyclone,0.6542,High
20259999,Washim,206.4,23.5,27.2,91.3,0.79,Vidarbha,244,3,0,0.65,5.04,Flood,0.9244,Severe
20259999,Nashik,307.3,38.0,26.8,96.4,0.97,Nashik Division,393,8,0,0.7,3.53,Flood,1.0,Severe
20259999,Amravati,0.0,16.9,49.3,27.9,0.05,Vidarbha,237,4,0,0.68,-2.04,Heatwave,0.9628,Severe
20259999,Akola,283.1,17.5,26.4,94.0,0.83,Vidarbha,320,2,0,0.65,2.76,Flood,0.9201,Severe
20259999,Parbhani,295.3,41.3,27.1,97.5,0.9,Marathwada,295,2,0,0.7,6.04,Flood,1.0,Severe
20259999,Mumbai Suburban,81.6,206.3,26.9,92.7,0.91,Konkan,20980,3,1,0.8,0.45,Cyclone,0.9901,Severe
20259999,Ahmednagar,0.8,8.8,36.9,31.1,0.03,Nashik Division,266,4,0,0.68,-2.53,Drought,0.9193,Severe
20259999,Chandrapur,255.5,22.6,23.6,91.3,0.91,Vidarbha,193,3,0,0.75,2.11,Flood,0.86,Severe
20259999,Chandrapur,0.0,8.7,51.8,17.1,0.12,Vidarbha,193,3,0,0.75,-2.19,Heatwave,1.0,Severe
20259999,Buldhana,0.0,12.0,46.6,12.5,0.13,Vidarbha,268,3,0,0.68,-1.21,Heatwave,0.8886,Severe
20259999,Mumbai City,94.4,105.0,26.0,90.2,0.76,Konkan,19652,2,1,0.85,3.43,Cyclone,0.6766,High
20259999,Jalgaon,207.0,15.8,26.4,95.8,0.81,Nashik Division,360,3,0,0.65,2.18,Flood,0.7615,Severe
20259999,Sindhudurg,1.8,17.8,36.7,20.7,0.1,Konkan,167,20,1,0.75,-2.89,Drought,0.8905,Severe
20259999,Buldhana,137.2,91.0,24.2,91.0,0.81,Vidarbha,268,3,0,0.68,3.1,Cyclone,0.5771,High
20259999,Nashik,2.4,8.3,40.3,24.2,0.09,Nashik Division,393,8,0,0.7,-2.54,Drought,0.9023,Severe
20259999,Mumbai City,141.2,14.0,25.4,84.0,0.85,Konkan,19652,2,1,0.85,0.03,Landslide,0.5157,High
20259999,Ratnagiri,0.0,15.0,44.7,22.8,0.07,Konkan,197,18,1,0.8,-1.91,Heatwave,0.8061,Severe
20259999,Satara,141.6,70.7,24.0,94.8,0.89,Pune Division,287,15,0,0.7,3.13,Cyclone,0.5181,High
20259999,Dhule,131.1,26.1,23.6,90.0,0.81,Nashik Division,285,4,0,0.62,1.99,Flood,0.626,High
20259999,Raigad,2.1,10.9,39.7,25.3,0.09,Konkan,368,12,1,0.75,-2.93,Drought,0.906,Severe
20259999,Mumbai City,125.1,21.6,25.3,87.1,0.93,Konkan,19652,2,1,0.85,1.01,Landslide,0.4875,Medium
20259999,Hingoli,1.3,7.3,36.3,19.9,0.04,Marathwada,244,3,0,0.68,-2.16,Drought,0.9106,Severe
20259999,Amravati,0.1,5.5,41.8,26.8,0.06,Vidarbha,237,4,0,0.68,-1.66,Drought,0.9278,Severe
20259999,Mumbai Suburban,261.7,20.5,26.1,94.9,0.87,Konkan,20980,3,1,0.8,5.81,Flood,1.0,Severe
20259999,Wardha,109.5,73.7,24.0,97.2,0.77,Vidarbha,206,2,0,0.65,1.5,Cyclone,0.4749,Medium
20259999,Sindhudurg,0.0,18.5,46.0,23.6,0.16,Konkan,167,20,1,0.75,-1.48,Heatwave,0.85,Severe
20259999,Gondia,331.0,37.2,24.0,89.7,0.88,Vidarbha,253,5,0,0.7,3.3,Flood,1.0,Severe
20259999,Parbhani,344.2,32.5,24.7,87.9,0.91,Marathwada,295,2,0,0.7,4.93,Flood,1.0,Severe
20259999,Raigad,0.1,16.7,38.4,29.9,0.09,Konkan,368,12,1,0.75,-2.02,Drought,0.9078,Severe
20259999,Nanded,129.2,37.9,22.6,90.2,0.8,Marathwada,319,3,0,0.72,5.69,Flood,0.8473,Severe
20259999,Gadchiroli,175.6,97.6,26.4,89.3,0.88,Vidarbha,74,8,0,0.85,2.01,Cyclone,0.6737,High
20259999,Bhandara,148.2,11.5,22.1,80.4,0.9,Vidarbha,294,2,0,0.68,-0.47,Landslide,0.5195,High
20259999,Pune,0.0,18.7,43.0,14.8,0.12,Pune Division,603,10,0,0.75,-2.24,Heatwave,0.751,Severe
20259999,Akola,1.5,17.8,41.8,33.2,0.05,Vidarbha,320,2,0,0.65,-1.84,Drought,0.9244,Severe
20259999,Satara,103.5,29.3,20.9,92.3,0.85,Pune Division,287,15,0,0.7,-0.12,Landslide,0.5979,High
20259999,Bhandara,172.0,83.9,23.1,88.6,0.77,Vidarbha,294,2,0,0.68,1.47,Cyclone,0.6057,High
20259999,Jalna,124.9,77.6,24.7,93.9,0.92,Marathwada,254,2,0,0.7,0.56,Cyclone,0.516,High
20259999,Washim,1.3,10.6,39.9,31.7,0.09,Vidarbha,244,3,0,0.65,-2.85,Drought,0.8996,Severe
20259999,Palghar,0.3,13.2,40.7,28.6,0.05,Konkan,362,8,1,0.7,-2.5,Drought,0.9292,Severe
20259999,Akola,165.9,15.6,25.4,91.0,0.91,Vidarbha,320,2,0,0.65,2.23,Flood,0.7137,High
20259999,Sindhudurg,152.0,215.6,24.9,95.6,0.93,Konkan,167,20,1,0.75,3.37,Cyclone,1.0,Severe
20259999,Mumbai City,0.5,9.5,42.5,17.9,0.08,Konkan,19652,2,1,0.85,-2.11,Drought,0.9372,Severe
20259999,Buldhana,0.0,9.9,48.1,13.4,0.14,Vidarbha,268,3,0,0.68,-1.24,Heatwave,0.9451,Severe
20259999,Chandrapur,143.7,77.5,26.0,90.8,0.75,Vidarbha,193,3,0,0.75,1.89,Cyclone,0.5489,High
20259999,Bhandara,216.6,44.1,26.2,94.3,0.89,Vidarbha,294,2,0,0.68,6.37,Flood,1.0,Severe
20259999,Mumbai City,325.9,36.0,26.4,88.8,0.84,Konkan,19652,2,1,0.85,5.41,Flood,1.0,Severe
20259999,Ratnagiri,0.9,13.3,37.3,21.1,0.07,Konkan,197,18,1,0.8,-2.37,Drought,0.9146,Severe
20259999,Latur,130.2,37.5,22.4,91.1,0.82,Marathwada,343,2,0,0.75,2.21,Flood,0.6519,High
20259999,Gadchiroli,216.3,17.1,24.0,90.9,0.92,Vidarbha,74,8,0,0.85,-0.72,Landslide,0.7757,Severe
20259999,Palghar,239.9,23.6,23.5,94.9,0.8,Konkan,362,8,1,0.7,3.35,Flood,0.8859,Severe
20259999,Chandrapur,0.0,18.3,49.6,20.1,0.07,Vidarbha,193,3,0,0.75,-1.84,Heatwave,0.997,Severe
20259999,Dhule,110.8,29.5,22.8,93.9,0.8,Nashik Division,285,4,0,0.62,-0.38,Landslide,0.4473,Medium
20259999,Satara,0.0,9.8,45.0,25.0,0.12,Pune Division,287,15,0,0.7,-1.63,Heatwave,0.8033,Severe
20259999,Hingoli,205.6,97.3,24.3,97.4,0.75,Marathwada,244,3,0,0.68,1.22,Cyclone,0.7007,High
20259999,Raigad,0.0,5.5,44.0,24.7,0.15,Konkan,368,12,1,0.75,-1.36,Heatwave,0.77,Severe
20259999,Nashik,254.9,17.3,23.5,86.2,0.84,Nashik Division,393,8,0,0.7,5.88,Flood,1.0,Severe
20259999,Chandrapur,140.7,92.5,24.8,97.7,0.81,Vidarbha,193,3,0,0.75,2.2,Cyclone,0.5944,High
20259999,Nagpur,179.2,88.4,23.4,94.4,0.87,Vidarbha,470,3,0,0.7,0.82,Cyclone,0.6335,High
20259999,Latur,251.8,44.3,23.4,89.6,0.83,Marathwada,343,2,0,0.75,2.83,Flood,0.8841,Severe
20259999,Nashik,128.9,43.7,22.3,96.5,0.96,Nashik Division,393,8,0,0.7,4.12,Flood,0.7772,Severe
20259999,Thane,213.2,27.2,23.3,86.2,0.95,Konkan,1157,5,1,0.75,1.45,Landslide,0.7197,High
20259999,Ahmednagar,257.4,22.0,24.1,90.3,0.93,Nashik Division,266,4,0,0.68,-0.2,Landslide,0.7961,Severe
20259999,Hingoli,256.7,24.5,24.1,94.9,0.9,Marathwada,244,3,0,0.68,2.25,Flood,0.8616,Severe
20259999,Sindhudurg,0.0,18.3,45.1,17.8,0.13,Konkan,167,20,1,0.75,-2.37,Heatwave,0.8266,Severe
20259999,Nashik,131.6,20.3,22.6,93.4,0.88,Nashik Division,393,8,0,0.7,0.33,Landslide,0.5661,High
20259999,Solapur,153.9,15.8,24.8,84.2,0.95,Pune Division,290,2,0,0.7,-0.76,Landslide,0.5393,High
20259999,Beed,197.3,24.4,21.4,82.5,0.95,Marathwada,242,2,0,0.8,-0.1,Landslide,0.6469,High
20259999,Nandurbar,139.1,90.0,23.7,91.6,0.79,Nashik Division,277,10,0,0.72,0.71,Cyclone,0.5806,High
20259999,Nandurbar,0.0,19.2,40.2,12.5,0.11,Nashik Division,277,10,0,0.72,-1.54,Heatwave,0.6437,High
20259999,Jalgaon,344.9,36.1,27.0,85.5,0.83,Nashik Division,360,3,0,0.65,3.37,Flood,1.0,Severe
20259999,Mumbai City,140.5,20.7,24.2,91.6,0.81,Konkan,19652,2,1,0.85,0.07,Landslide,0.5101,High
20259999,Nanded,146.6,77.3,25.6,89.5,0.79,Marathwada,319,3,0,0.72,0.72,Cyclone,0.5496,High
20259999,Akola,0.0,17.3,48.1,19.5,0.13,Vidarbha,320,2,0,0.65,-2.47,Heatwave,0.9299,Severe
20259999,Parbhani,108.8,27.6,20.5,82.2,0.8,Marathwada,295,2,0,0.7,0.57,Landslide,0.4228,Medium
20259999,Yavatmal,255.5,12.5,25.1,84.9,0.91,Vidarbha,204,4,0,0.72,0.35,Landslide,0.7939,Severe
20259999,Hingoli,0.0,6.7,41.4,15.5,0.16,Marathwada,244,3,0,0.68,-1.75,Heatwave,0.6803,High
20259999,Akola,0.0,10.6,47.1,15.8,0.07,Vidarbha,320,2,0,0.65,-2.31,Heatwave,0.8984,Severe
20259999,Jalna,275.7,32.6,26.3,90.5,0.95,Marathwada,254,2,0,0.7,4.98,Flood,1.0,Severe
20259999,Aurangabad,110.0,26.0,21.6,88.7,0.88,Marathwada,366,3,0,0.72,-0.94,Landslide,0.4495,Medium
20259999,Jalna,301.7,34.8,27.1,86.0,0.87,Marathwada,254,2,0,0.7,6.45,Flood,1.0,Severe
20259999,Buldhana,0.0,11.1,51.6,26.9,0.05,Vidarbha,268,3,0,0.68,-2.28,Heatwave,1.0,Severe
20259999,Chandrapur,198.1,103.0,25.7,91.0,0.76,Vidarbha,193,3,0,0.75,3.27,Cyclone,0.7155,High
20259999,Sindhudurg,0.4,15.8,41.9,31.3,0.08,Konkan,167,20,1,0.75,-2.45,Drought,0.9252,Severe
20259999,Nanded,245.6,21.4,20.1,91.4,0.82,Marathwada,319,3,0,0.72,-0.71,Landslide,0.7486,Severe
20259999,Nashik,0.0,16.6,40.3,10.7,0.1,Nashik Division,393,8,0,0.7,-2.42,Heatwave,0.6492,High
20259999,Ratnagiri,0.0,12.9,40.2,10.7,0.12,Konkan,197,18,1,0.8,-1.45,Heatwave,0.6553,High
20259999,Dhule,0.0,6.7,43.7,18.0,0.06,Nashik Division,285,4,0,0.62,-1.79,Heatwave,0.7588,Severe
20259999,Nagpur,2.9,7.6,42.7,25.8,0.08,Vidarbha,470,3,0,0.7,-2.85,Drought,0.9146,Severe
20259999,Hingoli,0.0,9.5,39.4,18.7,0.07,Marathwada,244,3,0,0.68,-2.49,Drought,0.9141,Severe
20259999,Solapur,213.1,10.9,21.0,86.5,0.86,Pune Division,290,2,0,0.7,-0.02,Landslide,0.6635,High
20259999,Palghar,114.8,205.2,26.3,92.6,0.8,Konkan,362,8,1,0.7,3.45,Cyclone,1.0,Severe
20259999,Nagpur,272.2,27.7,21.0,87.1,0.97,Vidarbha,470,3,0,0.7,-0.07,Landslide,0.8214,Severe
20259999,Hingoli,0.0,7.9,40.7,23.3,0.13,Marathwada,244,3,0,0.68,-1.24,Heatwave,0.6375,High
20259999,Washim,176.0,16.2,27.9,89.4,0.84,Vidarbha,244,3,0,0.65,6.03,Flood,0.941,Severe
20259999,Nanded,274.3,16.5,25.3,91.7,0.92,Marathwada,319,3,0,0.72,1.89,Flood,0.8758,Severe
20259999,Mumbai Suburban,0.8,7.8,36.6,26.2,0.03,Konkan,20980,3,1,0.8,-2.38,Drought,0.9301,Severe
20259999,Buldhana,1.2,5.5,41.8,19.2,0.06,Vidarbha,268,3,0,0.68,-1.69,Drought,0.924,Severe
20259999,Washim,211.0,16.4,24.1,94.2,0.91,Vidarbha,244,3,0,0.65,0.88,Landslide,0.6728,High
20259999,Sindhudurg,87.0,207.3,25.1,88.3,0.84,Konkan,167,20,1,0.75,3.1,Cyclone,0.9965,Severe
20259999,Sindhudurg,278.2,16.4,25.1,82.7,0.81,Konkan,167,20,1,0.75,-0.05,Landslide,1.0,Severe
20259999,Palghar,101.6,118.7,26.6,97.4,0.75,Konkan,362,8,1,0.7,2.55,Cyclone,0.7181,High
20259999,Sangli,0.0,8.1,43.0,16.3,0.09,Pune Division,329,5,0,0.65,-2.03,Heatwave,0.738,Severe
20259999,Sangli,229.3,18.8,20.9,89.6,0.94,Pune Division,329,5,0,0.65,0.6,Landslide,0.7449,Severe
20259999,Mumbai City,170.3,119.8,24.3,97.2,0.88,Konkan,19652,2,1,0.85,0.97,Cyclone,0.8398,Severe
20259999,Ratnagiri,153.5,136.0,25.4,93.7,0.88,Konkan,197,18,1,0.8,1.08,Cyclone,0.8636,Severe
20259999,Mumbai City,199.1,188.9,24.0,92.1,0.85,Konkan,19652,2,1,0.85,1.87,Cyclone,1.0,Severe
20259999,Ratnagiri,225.4,40.5,26.6,92.8,0.85,Konkan,197,18,1,0.8,2.44,Flood,0.8271,Severe
20259999,Aurangabad,0.0,15.2,41.6,17.7,0.09,Marathwada,366,3,0,0.72,-1.5,Heatwave,0.6877,High
20259999,Palghar,2.6,9.4,38.3,34.7,0.07,Konkan,362,8,1,0.7,-2.79,Drought,0.9026,Severe
20259999,Aurangabad,85.9,89.3,24.9,92.2,0.91,Marathwada,366,3,0,0.72,1.24,Cyclone,0.4985,Medium
20259999,Amravati,98.9,104.4,26.4,93.9,0.94,Vidarbha,237,4,0,0.68,3.07,Cyclone,0.5644,High
20259999,Sangli,218.4,14.3,20.7,86.2,0.83,Pune Division,329,5,0,0.65,-0.74,Landslide,0.7094,High
20259999,Akola,0.0,17.9,43.2,15.3,0.1,Vidarbha,320,2,0,0.65,-1.84,Heatwave,0.7477,Severe
20259999,Beed,174.8,103.7,25.8,93.4,0.93,Marathwada,242,2,0,0.8,0.88,Cyclone,0.6879,High
20259999,Solapur,2.3,11.4,42.2,21.9,0.06,Pune Division,290,2,0,0.7,-1.67,Drought,0.9238,Severe
20259999,Mumbai Suburban,133.0,40.0,22.3,93.5,0.84,Konkan,20980,3,1,0.8,2.46,Flood,0.679,High
20259999,Jalgaon,0.9,11.7,37.7,32.3,0.06,Nashik Division,360,3,0,0.65,-2.63,Drought,0.9056,Severe
20259999,Nandurbar,2.3,14.9,40.3,30.7,0.06,Nashik Division,277,10,0,0.72,-1.68,Drought,0.9182,Severe
20259999,Nagpur,2.5,12.1,37.5,25.8,0.06,Vidarbha,470,3,0,0.7,-1.95,Drought,0.9042,Severe
20259999,Ahmednagar,223.2,14.3,25.9,92.6,0.94,Nashik Division,266,4,0,0.68,-0.17,Landslide,0.7202,Severe
20259999,Ratnagiri,100.4,160.0,25.2,94.5,0.83,Konkan,197,18,1,0.8,1.74,Cyclone,0.8639,Severe
20259999,Bhandara,0.0,6.6,50.1,13.1,0.05,Vidarbha,294,2,0,0.68,-2.26,Heatwave,1.0,Severe
20259999,Mumbai Suburban,0.0,11.1,45.2,19.4,0.05,Konkan,20980,3,1,0.8,-1.57,Heatwave,0.8323,Severe
20259999,Latur,103.5,101.6,24.4,95.6,0.94,Marathwada,343,2,0,0.75,1.3,Cyclone,0.5689,High
20259999,Jalna,0.0,14.9,41.2,15.4,0.06,Marathwada,254,2,0,0.7,-2.0,Heatwave,0.6748,High
20259999,Amravati,161.8,92.9,24.5,91.5,0.88,Vidarbha,237,4,0,0.68,1.36,Cyclone,0.6204,High
20259999,Parbhani,211.8,39.2,27.8,93.3,0.94,Marathwada,295,2,0,0.7,4.16,Flood,0.9092,Severe
20259999,Kolhapur,141.4,109.5,23.3,97.6,0.91,Pune Division,504,12,0,0.75,1.39,Cyclone,0.6521,High
20259999,Gondia,165.4,84.9,24.1,95.0,0.78,Vidarbha,253,5,0,0.7,0.38,Cyclone,0.6011,High
20259999,Thane,97.6,216.0,23.6,94.8,0.86,Konkan,1157,5,1,0.75,0.06,Cyclone,1.0,Severe
20259999,Pune,140.3,74.1,24.3,94.6,0.94,Pune Division,603,10,0,0.75,0.87,Cyclone,0.5324,High
20259999,Pune,2.7,17.4,41.9,26.9,0.06,Pune Division,603,10,0,0.75,-2.26,Drought,0.9262,Severe
20259999,Jalgaon,0.0,16.6,43.1,21.0,0.13,Nashik Division,360,3,0,0.65,-2.47,Heatwave,0.7324,Severe
20259999,Nandurbar,128.8,32.0,24.4,97.7,0.88,Nashik Division,277,10,0,0.72,4.26,Flood,0.7752,Severe
20259999,Gadchiroli,1.5,7.9,39.8,33.9,0.06,Vidarbha,74,8,0,0.85,-1.98,Drought,0.9319,Severe
20259999,Osmanabad,181.0,15.5,24.9,96.2,0.96,Marathwada,219,3,0,0.75,6.28,Flood,0.9916,Severe
20259999,Akola,253.4,28.3,26.6,94.6,0.89,Vidarbha,320,2,0,0.65,1.94,Flood,0.8338,Severe
20259999,Raigad,224.8,25.9,25.8,93.8,0.82,Konkan,368,12,1,0.75,5.68,Flood,1.0,Severe
20259999,Satara,215.2,99.2,26.2,97.4,0.78,Pune Division,287,15,0,0.7,0.25,Cyclone,0.7235,Severe
20259999,Nashik,186.8,39.8,26.0,97.6,0.83,Nashik Division,393,8,0,0.7,3.93,Flood,0.8393,Severe
20259999,Jalna,134.2,109.8,26.6,90.9,0.9,Marathwada,254,2,0,0.7,0.77,Cyclone,0.6373,High
20259999,Palghar,0.0,17.4,44.9,24.3,0.14,Konkan,362,8,1,0.7,-2.23,Heatwave,0.8008,Severe
20259999,Nagpur,121.6,105.6,26.7,92.5,0.88,Vidarbha,470,3,0,0.7,0.94,Cyclone,0.6044,High
20259999,Yavatmal,2.1,11.7,42.5,29.7,0.08,Vidarbha,204,4,0,0.72,-1.67,Drought,0.9186,Severe
20259999,Jalgaon,268.9,22.4,24.4,93.9,0.96,Nashik Division,360,3,0,0.65,3.08,Flood,0.9356,Severe
20259999,Thane,206.9,11.3,24.3,90.5,0.86,Konkan,1157,5,1,0.75,1.23,Landslide,0.6965,High
20259999,Raigad,168.2,27.5,27.2,87.8,0.86,Konkan,368,12,1,0.75,3.09,Flood,0.77,Severe
20259999,Gondia,86.0,99.3,25.7,92.1,0.77,Vidarbha,253,5,0,0.7,1.47,Cyclone,0.53,High
20259999,Pune,215.6,26.5,26.4,95.1,0.9,Pune Division,603,10,0,0.75,1.61,Flood,0.7655,Severe
20259999,Kolhapur,0.0,5.5,44.9,13.6,0.11,Pune Division,504,12,0,0.75,-1.89,Heatwave,0.8272,Severe
20259999,Nagpur,90.5,87.5,26.8,97.2,0.89,Vidarbha,470,3,0,0.7,1.64,Cyclone,0.4974,Medium
20259999,Akola,133.9,16.6,22.4,88.8,0.97,Vidarbha,320,2,0,0.65,-0.01,Landslide,0.4913,Medium
20259999,Gondia,0.0,7.9,48.9,10.5,0.08,Vidarbha,253,5,0,0.7,-1.79,Heatwave,0.984,Severe
20259999,Chandrapur,0.2,8.3,39.8,29.8,0.08,Vidarbha,193,3,0,0.75,-2.41,Drought,0.9175,Severe
20259999,Jalgaon,299.6,25.9,26.4,91.7,0.93,Nashik Division,360,3,0,0.65,6.04,Flood,1.0,Severe
